ID,CCAA,Casos,IA,UCI,Fallecidos,Hospitalizados,Nuevos,Curados,Fecha
943,Navarra,3,0.46,1,0,NA,NA,NA,09/03/20
950,País Vasco,149,6.75,5,5,NA,NA,NA,09/03/20
949,La Rioja,81,25.57,1,0,NA,NA,NA,09/03/20
935,Andalucía,71,0.84,1,0,NA,NA,NA,10/03/20
936,Aragón,38,2.88,3,3,NA,NA,NA,10/03/20
951,Asturias,22,2.15,2,0,NA,NA,NA,10/03/20
947,Baleares,13,1.13,1,0,NA,NA,NA,10/03/20
948,Canarias,25,1.16,1,0,NA,NA,NA,10/03/20
937,Cantabria,12,2.07,0,0,NA,NA,NA,10/03/20
939,Castilla La Mancha,39,1.92,2,0,NA,NA,NA,10/03/20
938,Castilla y León,56,2.33,2,0,NA,NA,NA,10/03/20
940,Cataluña,124,1.62,0,3,NA,NA,NA,10/03/20
941,Ceuta y Melilla,0,0,0,0,NA,NA,NA,10/03/20
944,C. Valenciana,50,1,1,1,NA,NA,NA,10/03/20
945,Extremadura,8,0.75,0,0,NA,NA,NA,10/03/20
946,Galicia,22,0.81,2,0,NA,NA,NA,10/03/20
942,Madrid,782,11.74,77,21,NA,NA,NA,10/03/20
952,Murcia,9,0.6,0,0,NA,NA,NA,10/03/20
943,Navarra,12,1.83,2,0,NA,NA,NA,10/03/20
950,País Vasco,195,8.83,5,6,NA,NA,NA,10/03/20
949,La Rioja,144,45.45,1,1,NA,NA,NA,10/03/20
935,Andalucía,90,1.07,3,0,NA,NA,NA,11/03/20
936,Aragón,45,3.41,3,4,NA,NA,NA,11/03/20
951,Asturias,32,3.13,2,0,NA,NA,NA,11/03/20
947,Baleares,16,1.39,1,0,NA,NA,NA,11/03/20
948,Canarias,37,1.49,1,0,NA,NA,NA,11/03/20
937,Cantabria,12,2.07,0,0,NA,NA,NA,11/03/20
939,Castilla La Mancha,71,3.49,5,0,NA,NA,NA,11/03/20
938,Castilla y León,71,2.96,2,0,NA,NA,NA,11/03/20
940,Cataluña,156,2.02,0,3,NA,NA,NA,11/03/20
941,Ceuta y Melilla,0,0,0,0,NA,NA,NA,11/03/20
944,C. Valenciana,65,1.28,1,1,NA,NA,NA,11/03/20
945,Extremadura,9,0.84,1,0,NA,NA,NA,11/03/20
946,Galicia,39,1.44,2,0,NA,NA,NA,11/03/20
942,Madrid,1024,15.34,102,31,NA,NA,NA,11/03/20
952,Murcia,11,0.74,0,0,NA,NA,NA,11/03/20
943,Navarra,46,7.03,3,0,NA,NA,NA,11/03/20
950,País Vasco,225,10.19,15,6,NA,NA,NA,11/03/20
949,La Rioja,179,56.5,1,2,NA,NA,NA,11/03/20
935,Andalucía,115,1.35,4,0,NA,NA,NA,12/03/20
936,Aragón,64,4.85,3,6,NA,NA,NA,12/03/20
951,Asturias,47,4.6,2,1,NA,NA,NA,12/03/20
947,Baleares,22,1.83,2,1,NA,NA,NA,12/03/20
948,Canarias,51,2.09,3,0,NA,NA,NA,12/03/20
937,Cantabria,16,2.75,0,0,NA,NA,NA,12/03/20
939,Castilla La Mancha,115,5.66,9,1,NA,NA,NA,12/03/20
938,Castilla y León,92,3.83,4,0,NA,NA,NA,12/03/20
940,Cataluña,260,3.36,0,4,NA,NA,NA,12/03/20
941,Ceuta y Melilla,0,0,0,0,NA,NA,NA,12/03/20
944,C. Valenciana,76,1.48,2,1,NA,NA,NA,12/03/20
945,Extremadura,19,1.78,1,1,NA,NA,NA,12/03/20
946,Galicia,35,1.3,2,0,NA,NA,NA,12/03/20
942,Madrid,1388,20.77,135,56,NA,NA,NA,12/03/20
952,Murcia,26,1.74,1,0,NA,NA,NA,12/03/20
943,Navarra,73,11.16,3,0,NA,NA,NA,12/03/20
950,País Vasco,346,15.67,18,11,NA,NA,NA,12/03/20
949,La Rioja,205,64.71,1,2,NA,NA,NA,12/03/20
935,Andalucía,219,2.53,8,0,NA,NA,NA,13/03/20
936,Aragón,80,6.06,3,7,NA,NA,NA,13/03/20
951,Asturias,67,6.55,2,1,NA,NA,NA,13/03/20
947,Baleares,30,2.52,2,1,NA,NA,NA,13/03/20
948,Canarias,70,2.97,2,0,NA,NA,NA,13/03/20
937,Cantabria,29,4.99,0,0,NA,NA,NA,13/03/20
939,Castilla La Mancha,194,9.54,10,5,NA,NA,NA,13/03/20
938,Castilla y León,169,6.96,8,1,NA,NA,NA,13/03/20
940,Cataluña,316,4.08,25,4,NA,NA,NA,13/03/20
941,Ceuta y Melilla,2,2.31,0,0,NA,NA,NA,13/03/20
944,C. Valenciana,94,1.72,2,1,NA,NA,NA,13/03/20
945,Extremadura,39,3.65,1,1,NA,NA,NA,13/03/20
946,Galicia,85,3.15,2,0,NA,NA,NA,13/03/20
942,Madrid,1990,29.79,180,81,NA,NA,NA,13/03/20
952,Murcia,35,2.34,1,0,NA,NA,NA,13/03/20
943,Navarra,130,19.87,4,0,NA,NA,NA,13/03/20
950,País Vasco,417,18.89,20,14,NA,NA,NA,13/03/20
949,La Rioja,243,76.71,2,2,NA,NA,NA,13/03/20
935,Andalucía,554,6.44,11,7,NA,NA,NA,16/03/20
936,Aragón,174,13.19,7,11,NA,NA,NA,16/03/20
951,Asturias,177,17.21,3,1,NA,NA,NA,16/03/20
947,Baleares,73,6.18,4,1,NA,NA,NA,16/03/20
948,Canarias,119,5.2,9,1,NA,NA,NA,16/03/20
937,Cantabria,58,8.26,2,0,NA,NA,NA,16/03/20
939,Castilla La Mancha,567,27.74,23,17,NA,NA,NA,16/03/20
938,Castilla y León,334,13.79,24,9,NA,NA,NA,16/03/20
940,Cataluña,903,11.57,33,12,NA,NA,NA,16/03/20
941,Ceuta y Melilla,9,5.22,0,0,NA,NA,NA,16/03/20
944,C. Valenciana,409,7.87,4,5,NA,NA,NA,16/03/20
945,Extremadura,111,9.83,1,2,NA,NA,NA,16/03/20
946,Galicia,245,9.08,9,2,NA,NA,NA,16/03/20
942,Madrid,4165,62.07,253,213,NA,NA,NA,16/03/20
952,Murcia,77,5.15,2,0,NA,NA,NA,16/03/20
943,Navarra,274,41.73,5,1,NA,NA,NA,16/03/20
950,País Vasco,630,28.13,29,23,NA,NA,NA,16/03/20
949,La Rioja,312,98.17,13,4,NA,NA,NA,16/03/20
935,Andalucía,683,7.97,13,11,NA,NA,NA,17/03/20
936,Aragón,207,15.69,9,12,NA,NA,NA,17/03/20
951,Asturias,193,18.77,5,1,NA,NA,NA,17/03/20
947,Baleares,92,7.83,4,1,NA,NA,NA,17/03/20
948,Canarias,148,6.55,13,2,NA,NA,NA,17/03/20
937,Cantabria,58,8.26,2,0,NA,NA,NA,17/03/20
939,Castilla La Mancha,567,27.55,23,17,NA,NA,NA,17/03/20
938,Castilla y León,431,17.63,24,12,NA,NA,NA,17/03/20
940,Cataluña,1394,17.97,33,18,NA,NA,NA,17/03/20
941,Ceuta y Melilla,18,10.42,0,0,NA,NA,NA,17/03/20
944,C. Valenciana,541,10.51,27,13,NA,NA,NA,17/03/20
945,Extremadura,153,13.77,2,3,NA,NA,NA,17/03/20
946,Galicia,292,10.82,9,3,NA,NA,NA,17/03/20
942,Madrid,4871,72.37,340,355,NA,NA,NA,17/03/20
952,Murcia,97,6.49,3,0,NA,NA,NA,17/03/20
943,Navarra,313,47.69,10,2,NA,NA,NA,17/03/20
950,País Vasco,765,34.06,33,36,NA,NA,NA,17/03/20
949,La Rioja,355,111.11,13,5,NA,NA,NA,17/03/20
935,Andalucía,859,10.07,21,19,NA,NA,NA,18/03/20
936,Aragón,226,17.13,9,13,NA,NA,NA,18/03/20
951,Asturias,242,23.46,5,1,NA,NA,NA,18/03/20
947,Baleares,112,9.31,4,1,NA,NA,NA,18/03/20
948,Canarias,181,8.08,17,3,NA,NA,NA,18/03/20
937,Cantabria,68,9.98,3,1,NA,NA,NA,18/03/20
939,Castilla La Mancha,675,32.61,29,28,NA,NA,NA,18/03/20
938,Castilla y León,668,27.38,43,22,NA,NA,NA,18/03/20
940,Cataluña,1866,24.12,33,41,NA,NA,NA,18/03/20
941,Ceuta y Melilla,21,12.15,0,0,NA,NA,NA,18/03/20
944,C. Valenciana,726,14.13,40,22,NA,NA,NA,18/03/20
945,Extremadura,194,17.61,3,6,NA,NA,NA,18/03/20
946,Galicia,341,12.59,12,3,NA,NA,NA,18/03/20
942,Madrid,5637,83.55,491,390,NA,NA,NA,18/03/20
952,Murcia,122,8.17,4,0,NA,NA,NA,18/03/20
943,Navarra,386,58.54,10,3,NA,NA,NA,18/03/20
950,País Vasco,973,43.3,37,40,NA,NA,NA,18/03/20
949,La Rioja,419,130.05,13,5,NA,NA,NA,18/03/20
935,Andalucía,1008,11.84,25,23,NA,NA,NA,19/03/20
936,Aragón,281,21.22,14,15,NA,NA,NA,19/03/20
951,Asturias,292,28.06,6,1,NA,NA,NA,19/03/20
947,Baleares,169,14.18,7,2,NA,NA,NA,19/03/20
948,Canarias,220,9.84,23,3,NA,NA,NA,19/03/20
937,Cantabria,83,12.56,4,1,NA,NA,NA,19/03/20
939,Castilla La Mancha,801,38.76,37,42,NA,NA,NA,19/03/20
938,Castilla y León,868,35.72,54,29,NA,NA,NA,19/03/20
940,Cataluña,2702,34.89,33,55,NA,NA,NA,19/03/20
941,Ceuta y Melilla,24,13.89,0,0,NA,NA,NA,19/03/20
944,C. Valenciana,921,18.03,52,24,NA,NA,NA,19/03/20
945,Extremadura,241,22.01,3,8,NA,NA,NA,19/03/20
946,Galicia,453,16.74,15,4,NA,NA,NA,19/03/20
942,Madrid,6777,100.35,590,498,NA,NA,NA,19/03/20
952,Murcia,167,11.18,6,0,NA,NA,NA,19/03/20
943,Navarra,482,73.22,11,4,NA,NA,NA,19/03/20
950,País Vasco,1190,53.13,44,53,NA,NA,NA,19/03/20
949,La Rioja,468,144.26,15,5,NA,NA,NA,19/03/20
935,Andalucía,1287,15.05,38,30,NA,NA,NA,20/03/20
936,Aragón,360,26.83,28,17,NA,NA,NA,20/03/20
951,Asturias,344,33.14,7,2,NA,NA,NA,20/03/20
947,Baleares,203,17.14,10,2,NA,NA,NA,20/03/20
948,Canarias,287,12.82,25,4,NA,NA,NA,20/03/20
937,Cantabria,144,23.06,7,1,NA,NA,NA,20/03/20
939,Castilla La Mancha,1044,50.62,37,62,NA,NA,NA,20/03/20
938,Castilla y León,1147,47.22,69,43,NA,NA,NA,20/03/20
940,Cataluña,3270,42.29,33,82,NA,NA,NA,20/03/20
941,Ceuta y Melilla,29,16.83,1,0,NA,NA,NA,20/03/20
944,C. Valenciana,1105,21.48,71,33,NA,NA,NA,20/03/20
945,Extremadura,297,27.25,4,10,NA,NA,NA,20/03/20
946,Galicia,578,21.3,19,5,NA,NA,NA,20/03/20
942,Madrid,7165,105.47,678,628,NA,NA,NA,20/03/20
952,Murcia,204,13.66,11,0,NA,NA,NA,20/03/20
943,Navarra,554,84.22,19,5,NA,NA,NA,20/03/20
950,País Vasco,1465,64.32,53,71,NA,NA,NA,20/03/20
949,La Rioja,497,147.73,15,7,NA,NA,NA,20/03/20
935,Andalucía,1515,17.68,53,40,605,228,NA,21/03/20
936,Aragón,424,31.3,33,22,192,64,NA,21/03/20
951,Asturias,486,47.03,12,5,133,142,NA,21/03/20
947,Baleares,246,20.88,14,4,60,43,NA,21/03/20
948,Canarias,348,15.65,29,7,139,61,NA,21/03/20
937,Cantabria,215,35.28,9,2,92,71,NA,21/03/20
939,Castilla La Mancha,1423,69.26,65,84,635,379,NA,21/03/20
938,Castilla y León,1466,60.51,85,55,575,319,NA,21/03/20
940,Cataluña,4203,54.45,298,122,1681,933,NA,21/03/20
941,Ceuta y Melilla,30,17.41,0,0,8,1,NA,21/03/20
944,C. Valenciana,1363,26.64,84,50,476,258,NA,21/03/20
945,Extremadura,354,32.59,6,12,65,57,NA,21/03/20
946,Galicia,739,27.26,29,9,168,161,NA,21/03/20
942,Madrid,8921,131.82,767,804,7388,1756,NA,21/03/20
952,Murcia,240,16.07,14,1,61,36,NA,21/03/20
943,Navarra,664,101.04,25,9,222,110,NA,21/03/20
950,País Vasco,1725,76.09,71,85,654,260,NA,21/03/20
949,La Rioja,564,165.72,17,15,128,67,NA,21/03/20
935,Andalucía,1725,20.1,55,47,724,210,NA,22/03/20
936,Aragón,532,39.49,45,24,241,108,NA,22/03/20
951,Asturias,545,52.6,15,8,171,59,NA,22/03/20
947,Baleares,331,28.1,14,4,79,85,NA,22/03/20
948,Canarias,414,18.44,32,9,150,66,NA,22/03/20
937,Cantabria,282,46.47,9,5,116,67,NA,22/03/20
939,Castilla La Mancha,1819,88.74,76,112,838,396,NA,22/03/20
938,Castilla y León,1744,71.76,106,74,709,278,NA,22/03/20
940,Cataluña,4704,60.65,298,191,1681,501,NA,22/03/20
941,Ceuta y Melilla,30,17.41,1,0,12,0,NA,22/03/20
944,C. Valenciana,1604,31.32,113,69,590,241,NA,22/03/20
945,Extremadura,384,35.4,8,14,87,30,NA,22/03/20
946,Galicia,915,33.71,35,12,227,176,NA,22/03/20
942,Madrid,9702,142.98,834,1021,8441,781,NA,22/03/20
952,Murcia,296,19.75,16,1,78,56,NA,22/03/20
943,Navarra,794,120.91,30,14,288,130,NA,22/03/20
950,País Vasco,2097,91.81,81,97,988,372,NA,22/03/20
949,La Rioja,654,189.08,17,18,134,90,NA,22/03/20
935,Andalucía,1961,22.66,77,58,865,236,50,23/03/20
936,Aragón,638,47.37,52,32,298,106,3,23/03/20
951,Asturias,594,57.39,22,12,194,49,21,23/03/20
947,Baleares,400,33.84,27,10,87,69,18,23/03/20
948,Canarias,481,21.32,32,11,172,67,7,23/03/20
937,Cantabria,347,57.65,14,6,157,65,11,23/03/20
939,Castilla La Mancha,2078,100.94,142,145,1547,259,51,23/03/20
938,Castilla y León,2055,84.68,120,102,860,311,117,23/03/20
940,Cataluña,5925,76.22,551,245,1681,1221,644,23/03/20
941,Ceuta y Melilla,34,19.73,1,0,12,4,0,23/03/20
944,C. Valenciana,1901,37.25,138,94,702,297,36,23/03/20
945,Extremadura,493,45.52,13,18,131,109,6,23/03/20
946,Galicia,1208,44.53,47,18,270,293,19,23/03/20
942,Madrid,10575,151.66,942,1263,9561,873,2063,23/03/20
952,Murcia,345,22.83,23,2,80,49,1,23/03/20
943,Navarra,886,134.97,40,24,339,92,7,23/03/20
950,País Vasco,2421,102.91,92,120,1252,324,283,23/03/20
949,La Rioja,747,210.23,22,22,166,93,18,23/03/20
935,Andalucía,2471,28.52,102,87,1132,510,66,24/03/20
936,Aragón,758,54.57,66,37,384,120,3,24/03/20
951,Asturias,662,62.57,23,22,224,68,30,24/03/20
947,Baleares,478,40.45,35,10,127,78,19,24/03/20
948,Canarias,557,24.71,36,16,207,76,8,24/03/20
937,Cantabria,425,71.07,16,9,200,78,12,24/03/20
939,Castilla La Mancha,2465,119.34,182,216,1826,387,53,24/03/20
938,Castilla y León,2460,100.19,137,124,1057,405,140,24/03/20
940,Cataluña,7864,100.84,551,282,3599,1939,728,24/03/20
941,Ceuta y Melilla,34,19.73,1,0,12,0,0,24/03/20
944,C. Valenciana,2167,42.31,161,115,917,266,37,24/03/20
945,Extremadura,636,58.82,20,26,161,143,8,24/03/20
946,Galicia,1415,51.6,55,20,338,207,19,24/03/20
942,Madrid,12352,173.64,1050,1535,10443,1777,2291,24/03/20
952,Murcia,385,25.17,26,3,99,40,1,24/03/20
943,Navarra,1014,153.16,45,31,405,128,11,24/03/20
950,País Vasco,2728,114.73,106,133,1425,307,344,24/03/20
949,La Rioja,802,207.7,24,30,206,55,24,24/03/20
935,Andalucía,3010,34.57,116,113,1433,539,71,25/03/20
936,Aragón,907,65.09,75,40,459,149,4,25/03/20
951,Asturias,779,73.24,29,25,263,117,35,25/03/20
947,Baleares,562,45.55,40,13,164,84,28,25/03/20
948,Canarias,657,27.92,43,21,235,100,15,25/03/20
937,Cantabria,510,85.57,18,14,241,85,12,25/03/20
939,Castilla La Mancha,2780,132.9,210,263,2162,315,71,25/03/20
938,Castilla y León,2940,119.4,170,165,1244,480,213,25/03/20
940,Cataluña,9937,128.54,781,516,5434,2073,1274,25/03/20
941,Ceuta y Melilla,47,27.87,3,0,16,13,0,25/03/20
944,C. Valenciana,2616,51.03,198,143,1071,449,44,25/03/20
945,Extremadura,742,68.97,28,39,209,106,8,25/03/20
946,Galicia,1653,59.95,69,27,412,238,25,25/03/20
942,Madrid,14597,203.02,1150,1825,11153,2245,3031,25/03/20
952,Murcia,477,31.18,33,5,127,92,4,25/03/20
943,Navarra,1197,176.39,51,33,506,183,23,25/03/20
950,País Vasco,3271,139.6,119,155,1577,543,466,25/03/20
949,La Rioja,928,238.17,33,37,254,126,43,25/03/20
935,Andalucía,3406,38.96,134,134,1626,396,77,26/03/20
936,Aragón,1116,79.43,93,48,562,209,4,26/03/20
951,Asturias,841,77.84,34,27,300,62,40,26/03/20
947,Baleares,660,53.23,43,17,205,98,39,26/03/20
948,Canarias,784,33.01,45,24,279,127,18,26/03/20
937,Cantabria,671,112.55,26,17,300,161,14,26/03/20
939,Castilla La Mancha,3383,160.32,243,316,2162,603,95,26/03/20
938,Castilla y León,3488,141.33,202,206,1515,548,308,26/03/20
940,Cataluña,11592,148.92,1021,672,7439,1655,1697,26/03/20
941,Ceuta y Melilla,49,11.84,4,1,18,1,0,26/03/20
944,C. Valenciana,3200,62.5,230,167,1278,584,57,26/03/20
945,Extremadura,969,89.39,34,58,241,227,24,26/03/20
946,Galicia,1915,69.66,86,32,503,262,47,26/03/20
942,Madrid,17166,236,1221,2090,12440,2569,3882,26/03/20
952,Murcia,596,38.14,36,8,172,119,9,26/03/20
943,Navarra,1411,205.05,54,49,649,214,35,26/03/20
950,País Vasco,3946,164.99,137,180,1907,675,621,26/03/20
949,La Rioja,995,251.2,36,43,316,67,48,26/03/20
935,Andalucía,3793,42.48,148,144,1843,387,92,27/03/20
936,Aragón,1338,95.35,114,58,693,222,8,27/03/20
951,Asturias,900,81.44,47,29,339,59,52,27/03/20
947,Baleares,755,63.25,46,22,237,95,67,27/03/20
948,Canarias,878,37.52,61,27,328,94,20,27/03/20
937,Cantabria,810,134.41,29,21,355,139,19,27/03/20
939,Castilla La Mancha,3934,183.98,273,367,2707,551,153,27/03/20
938,Castilla y León,4132,165.16,228,252,1791,644,423,27/03/20
940,Cataluña,12940,164.48,1187,880,8545,1348,2348,27/03/20
941,Ceuta y Melilla,59,33.15,4,1,20,10,0,27/03/20
944,C. Valenciana,3532,68.71,252,198,1422,332,73,27/03/20
945,Extremadura,1231,111.64,41,69,277,262,33,27/03/20
946,Galicia,2322,82.87,98,43,557,407,67,27/03/20
942,Madrid,19243,258.92,1312,2412,13580,2077,5044,27/03/20
952,Murcia,714,45.45,53,15,209,118,12,27/03/20
943,Navarra,1641,230.96,75,58,732,230,70,27/03/20
950,País Vasco,4601,189.51,154,207,2270,655,814,27/03/20
949,La Rioja,1236,313.45,43,55,388,241,62,27/03/20
935,Andalucía,4277,47.63,172,175,2106,484,139,28/03/20
936,Aragón,1592,111.5,124,58,835,254,8,28/03/20
951,Asturias,1004,89.17,50,33,408,104,65,28/03/20
947,Baleares,862,72.56,59,26,283,107,80,28/03/20
948,Canarias,1025,43.42,68,36,377,147,25,28/03/20
937,Cantabria,937,155.92,37,22,406,127,21,28/03/20
939,Castilla La Mancha,4512,207.74,289,448,2977,578,197,28/03/20
938,Castilla y León,4791,190.37,249,321,2063,659,585,28/03/20
940,Cataluña,14263,179.2,1324,1070,9900,1323,3106,28/03/20
941,Ceuta y Melilla,62,34.31,4,2,24,3,0,28/03/20
944,C. Valenciana,4034,78.02,282,234,1694,502,92,28/03/20
945,Extremadura,1394,124.38,40,88,312,163,49,28/03/20
946,Galicia,2772,98.43,112,47,906,450,95,28/03/20
942,Madrid,21520,278.84,1404,2757,14211,2277,6326,28/03/20
952,Murcia,802,50.54,58,17,231,88,12,28/03/20
943,Navarra,1829,257.26,84,70,827,188,98,28/03/20
950,País Vasco,5136,209.03,176,221,2612,535,1023,28/03/20
949,La Rioja,1436,365.53,43,65,458,200,364,28/03/20
935,Andalucía,4682,50.45,201,207,2294,405,148,29/03/20
936,Aragón,1858,129.69,124,93,835,266,8,29/03/20
951,Asturias,1088,92.98,57,41,466,84,76,29/03/20
947,Baleares,958,79.69,71,29,345,96,82,29/03/20
948,Canarias,1125,47.18,78,39,425,100,30,29/03/20
937,Cantabria,1023,167.28,40,26,449,86,25,29/03/20
939,Castilla La Mancha,5246,238.33,299,539,3018,734,236,29/03/20
938,Castilla y León,5414,213.46,278,380,2408,623,752,29/03/20
940,Cataluña,15026,186.46,1391,1226,10688,763,3455,29/03/20
941,Ceuta y Melilla,69,23.59,4,2,26,7,0,29/03/20
944,C. Valenciana,4784,34.92,309,267,1874,750,161,29/03/20
945,Extremadura,1456,127.47,41,100,313,62,51,29/03/20
946,Galicia,3139,109.06,123,60,1043,367,153,29/03/20
942,Madrid,22677,287.14,1429,3082,14454,1157,7491,29/03/20
952,Murcia,872,53.62,58,20,260,70,16,29/03/20
943,Navarra,2011,279.42,90,84,896,182,125,29/03/20
950,País Vasco,5740,231.45,271,265,3106,604,1503,29/03/20
949,La Rioja,1629,419.51,43,68,497,193,397,29/03/20
935,Andalucía,5405,57.65,216,236,2671,723,155,30/03/20
936,Aragón,2078,144.32,156,106,1094,220,174,30/03/20
951,Asturias,1158,95.91,60,49,479,70,78,30/03/20
947,Baleares,1000,80.65,80,37,353,42,100,30/03/20
948,Canarias,1204,50.39,84,40,444,79,32,30/03/20
937,Cantabria,1100,179.32,46,27,481,77,24,30/03/20
939,Castilla La Mancha,5858,260.27,302,622,3134,612,252,30/03/20
938,Castilla y León,5801,227.83,307,442,2540,387,871,30/03/20
940,Cataluña,16157,198.74,1512,1410,11769,1131,4125,30/03/20
941,Ceuta y Melilla,76,39.02,5,2,29,7,0,30/03/20
944,C. Valenciana,5110,93.95,336,310,2042,326,185,30/03/20
945,Extremadura,1560,135.71,43,106,353,104,60,30/03/20
946,Galicia,3723,128.84,134,66,1147,584,168,30/03/20
942,Madrid,24090,299.02,1460,3392,14917,1413,8301,30/03/20
952,Murcia,939,57.7,58,25,265,67,17,30/03/20
943,Navarra,2146,286.14,96,102,955,135,161,30/03/20
950,País Vasco,6057,245.81,293,297,3427,317,1646,30/03/20
949,La Rioja,1733,448.55,43,71,517,104,431,30/03/20
935,Andalucía,5818,61.03,235,248,2867,413,160,31/03/20
936,Aragón,2272,156.52,165,138,1176,194,204,31/03/20
951,Asturias,1236,101.97,65,55,529,78,90,31/03/20
947,Baleares,1069,85,85,42,399,69,111,31/03/20
948,Canarias,1262,51.73,94,55,483,58,57,31/03/20
937,Cantabria,1171,191.54,50,37,522,71,35,31/03/20
939,Castilla La Mancha,6424,288.12,344,708,3225,566,296,31/03/20
938,Castilla y León,6211,240.88,325,516,2601,410,1028,31/03/20
940,Cataluña,18773,226.43,1652,1672,12974,2616,4966,31/03/20
941,Ceuta y Melilla,88,40.86,6,2,30,12,0,31/03/20
944,C. Valenciana,5508,99.27,356,339,2189,398,200,31/03/20
945,Extremadura,1628,138.15,51,133,371,68,91,31/03/20
946,Galicia,4039,138.8,149,84,1250,316,187,31/03/20
942,Madrid,27509,339.74,1514,3603,15140,3419,9330,31/03/20
952,Murcia,974,58.71,59,34,283,35,20,31/03/20
943,Navarra,2305,304.49,99,113,1035,159,192,31/03/20
950,País Vasco,6320,251.61,307,325,3594,263,1796,31/03/20
949,La Rioja,1810,459.28,51,85,575,77,496,31/03/20
935,Andalucía,6392,65.76,260,308,3147,574,182,1/04/20
936,Aragón,2491,171.68,168,169,1234,219,257,1/04/20
951,Asturias,1322,105.59,76,63,590,86,109,1/04/20
947,Baleares,1131,88.65,95,46,468,62,170,1/04/20
948,Canarias,1380,55.68,110,62,532,118,77,1/04/20
937,Cantabria,1213,197.05,54,54,543,42,43,1/04/20
939,Castilla La Mancha,7047,313.45,353,774,3230,623,397,1/04/20
938,Castilla y León,6847,257.51,345,585,2692,636,1259,1/04/20
940,Cataluña,19991,236.15,1769,1849,13969,1218,5701,1/04/20
941,Ceuta y Melilla,113,53.77,6,2,38,25,0,1/04/20
944,C. Valenciana,5922,103.84,365,395,2189,414,240,1/04/20
945,Extremadura,1679,139.08,58,152,372,51,113,1/04/20
946,Galicia,4432,151.55,158,103,1338,393,259,1/04/20
